96.0,175.0
118.0,149.0
90.0,81.0
57.0,42.0
153.0,130.0
91.0,25.0
123.0,37.0
67.0,80.0
81.0,62.0
136.0,131.0
75.0,4.0
73.0,113.0
84.0,35.0
98.0,-30.0
45.0,151.0
144.0,-3.0
79.0,121.0
94.0,121.0
119.0,89.0
98.0,176.0
70.0,196.0
63.0,75.0
113.0,131.0
109.0,167.0
33.0,85.0
132.0,175.0
79.0,29.0
79.0,-31.0
13.0,40.0
146.0,96.0
135.0,83.0
185.0,134.0
139.0,88.0
122.0,-18.0
136.0,51.0
137.0,118.0
86.0,78.0
115.0,69.0
108.0,122.0
112.0,110.0
58.0,93.0
78.0,150.0
86.0,110.0
65.0,74.0
76.0,91.0
126.0,134.0
83.0,57.0
49.0,150.0
5.0,65.0
143.0,163.0
104.0,47.0
189.0,141.0
171.0,174.0
111.0,7.0
106.0,29.0
160.0,18.0
57.0,181.0
128.0,99.0
161.0,98.0
106.0,196.0
62.0,103.0
188.0,21.0
93.0,98.0
52.0,177.0
161.0,137.0
52.0,67.0
156.0,89.0
106.0,61.0
188.0,9.0
84.0,122.0
57.0,37.0
145.0,35.0
133.0,131.0
128.0,94.0
65.0,120.0
98.0,87.0
73.0,154.0
63.0,68.0
109.0,91.0
77.0,-14.0
85.0,49.0
31.0,-29.0
94.0,104.0
145.0,189.0
125.0,194.0
97.0,30.0
127.0,198.0
82.0,84.0
53.0,106.0
124.0,117.0
142.0,95.0
129.0,131.0
4.0,35.0
43.0,80.0
28.0,27.0
154.0,210.0
125.0,240.0
66.0,84.0
100.0,113.0
94.0,43.0
60.0,184.0
47.0,33.0
97.0,220.0
160.0,1.0
35.0,208.0
49.0,134.0
10.0,35.0
32.0,165.0
74.0,115.0
22.0,143.0
86.0,139.0
140.0,80.0
154.0,71.0
71.0,119.0
81.0,201.0
49.0,59.0
13.0,177.0
149.0,63.0
137.0,125.0
112.0,101.0
102.0,48.0
118.0,85.0
166.0,57.0
122.0,236.0
49.0,48.0
6.0,97.0
108.0,58.0
122.0,90.0
2.0,98.0
13.0,-6.0
80.0,165.0
60.0,87.0
134.0,136.0
32.0,115.0
162.0,82.0
59.0,95.0
42.0,170.0
77.0,41.0
91.0,41.0
95.0,149.0
31.0,145.0
122.0,76.0
154.0,171.0
53.0,115.0
35.0,-37.0
7.0,174.0
71.0,75.0
95.0,62.0
99.0,38.0
119.0,113.0
7.0,170.0
128.0,157.0
158.0,164.0
110.0,102.0
61.0,119.0
152.0,46.0
92.0,70.0
68.0,141.0
105.0,111.0
62.0,97.0
73.0,72.0
109.0,100.0
4.0,79.0
134.0,65.0
111.0,74.0
135.0,75.0
170.0,72.0
31.0,123.0
95.0,99.0
66.0,68.0
57.0,17.0
85.0,149.0
121.0,127.0
52.0,112.0
104.0,55.0
76.0,165.0
18.0,47.0
71.0,7.0
131.0,95.0
75.0,69.0
40.0,113.0
92.0,93.0
193.0,82.0
78.0,63.0
10.0,147.0
74.0,81.0
141.0,90.0
98.0,158.0
51.0,124.0
110.0,78.0
109.0,64.0
99.0,177.0
104.0,119.0
135.0,100.0
93.0,87.0
84.0,107.0
118.0,36.0
97.0,131.0
197.0,46.0
12.0,-73.0
95.0,100.0
94.0,49.0
163.0,-50.0
153.0,41.0
121.0,140.0
190.0,70.0
58.0,57.0
153.0,26.0
54.0,115.0
94.0,43.0
59.0,160.0
103.0,177.0
47.0,53.0
149.0,92.0
141.0,118.0
88.0,132.0
185.0,51.0
72.0,26.0
117.0,181.0
102.0,176.0
59.0,173.0
99.0,139.0
95.0,200.0
69.0,138.0
116.0,186.0
70.0,92.0
104.0,43.0
134.0,80.0
88.0,82.0
52.0,204.0
127.0,143.0
58.0,107.0
104.0,212.0
86.0,94.0
20.0,24.0
71.0,165.0
76.0,57.0
72.0,134.0
73.0,162.0
151.0,162.0
118.0,113.0
81.0,100.0
59.0,48.0
22.0,46.0
56.0,40.0
36.0,85.0
154.0,-2.0
73.0,4.0
24.0,-9.0
56.0,180.0
90.0,144.0
139.0,81.0
116.0,120.0
151.0,158.0
15.0,36.0
6.0,101.0
92.0,78.0
5.0,111.0
128.0,155.0
151.0,137.0
62.0,83.0
61.0,-64.0
98.0,171.0
55.0,2.0
103.0,79.0
131.0,116.0
149.0,119.0
128.0,134.0
89.0,85.0
82.0,68.0
151.0,120.0
191.0,234.0
94.0,149.0
139.0,131.0
69.0,-72.0
84.0,189.0
53.0,104.0
152.0,101.0
56.0,148.0
111.0,80.0
8.0,66.0
134.0,193.0
134.0,68.0
97.0,104.0
3.0,3.0
147.0,-7.0
5.0,50.0
120.0,57.0
124.0,151.0
78.0,65.0
174.0,-7.0
12.0,56.0
46.0,86.0
93.0,200.0
165.0,61.0
167.0,111.0
88.0,71.0
23.0,205.0
163.0,39.0
65.0,122.0
79.0,92.0
1.0,41.0
40.0,70.0
122.0,148.0
153.0,69.0
50.0,8.0
89.0,84.0
69.0,139.0
178.0,25.0
92.0,22.0
83.0,13.0
75.0,80.0
34.0,95.0
